trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.4005166260908188}",25,0,-20.84503720684519,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.39851904108451414}",20,9,5.987331015407671,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.39653141907499284}",20,0,-87.62901574009095,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.3945537103716011}",20,14,9.185685389408047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.39258586553151836}",20,15,1.2841321226772533,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.3906278353585211}",25,0,35.57166166643214,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.388679570901753}",25,7,-51.49487822514912,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.3867410234545012}",20,0,-6.3160070398143695,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.3848121445529785}",20,5,-13.493551651271606,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.5, 'e': 0.38289288597511206}",20,10,15.712926080249504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.38098319973933725}",20,6,-20.4857954643842,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.37908303810339883}",35,20,-2.600232857285174,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37719235356315695}",25,8,-22.020105892035076,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.37531109885139957}",25,2,-47.808550316228,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37343922693666093}",25,14,-6.716189149217654,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.3715766910220457}",25,10,0.6917128320792205,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.369723444544059}",30,17,7.13118592105358,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.36787944117144233}",20,12,-20.74088575629301,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.36604463480401533}",30,11,-25.094822057575783,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.3642189795715233}",20,14,12.211430403109134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.36240242983249027}",25,0,-58.85212262707575,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.3605949401730783}",35,16,-43.080184866343515,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.3587964654059516}",30,0,-36.39401860609354,"{0: 23, 1: 0, 2: 7, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.3570069605691474}",25,1,-72.93318187521848,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 2}",1
207,False,"{'a': 0.5, 'e': 0.3552263809249515}",30,7,-32.307539169171605,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.35345468195878016}",30,6,-17.966430008123023,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
209,False,"{'a': 0.5, 'e': 0.3516918193780669}",20,11,4.069161703444475,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.3499377491111553}",25,0,17.121861912932054,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.3481924273061976}",25,10,14.069726876815476,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.3464558103300574}",25,0,-105.37354849513854,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
213,False,"{'a': 0.5, 'e': 0.3447278547672202}",25,13,12.118459174553722,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.34300851741870664}",30,15,1.1375371899316291,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.3412977553009937}",30,2,0.7358755227035776,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,7,14.102113620163962,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33790178589471304}",25,5,-34.97387277232361,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.33621649370673334}",20,8,23.22739953525239,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.3345396069486076}",25,0,-18.604814865398772,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.33287108369807955}",20,2,-63.02182840781824,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.331210882241981}",20,2,3.6618234829315073,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.32955896107518906}",30,14,27.722744367102763,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.32791527889958855}",25,17,15.493908648157612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.32627979462303947}",25,11,2.8320260126550005,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.32465246735834974}",20,6,-17.80340917385781,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.3230332564222529}",25,15,-4.246232663580345,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.32142212133439135}",25,3,33.27642260754498,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.31981902181630384}",35,0,-28.660287186341236,"{0: 31, 1: 1, 2: 1, 3: 1, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.3182239177904191}",30,22,7.681995538043898,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.31663676937905316}",20,8,-31.953304893652124,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.3150575369034133}",25,0,-26.284499788639472,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.3134861808826053}",25,0,-20.730537399463053,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.31192266203264674}",25,0,-7.241243101067482,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.31036694126548503}",25,6,-4.004434536610976,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.30881897968801986}",20,3,19.84232202971241,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30727873860113125}",25,15,-0.9245557639055813,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30574617949871175}",35,17,-80.97028820492318,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 1}",1
238,False,"{'a': 0.5, 'e': 0.3042212640667041}",35,26,-31.802131769606838,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.30270395418214285}",30,22,11.821409587279202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,12,2.034544393024177,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2996919995132463}",25,13,-21.559816207991922,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2981972794298874}",25,15,9.451350203212634,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.29671001429404525}",25,10,-24.05695644403733,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.2952301669240142}",20,14,-38.440030376083854,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.5, 'e': 0.29375770032353277}",20,13,13.422527211309278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.2922925776808594}",20,12,2.3063013853341428,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.29083476236785155}",30,3,-29.751853098776913,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.2893842179390506}",35,13,-100.67376026239297,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 2}",1
249,False,"{'a': 0.5, 'e': 0.2879409081307702}",25,4,-7.607952890380042,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.5, 'e': 0.2865047968601901}",25,16,-0.07132635312564162,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.28507584822445353}",25,13,9.663688839531329,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2836540264997704}",20,0,2.6153112950987176,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.2822392961405233}",25,0,-14.439863046779454,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.2808316217783798}",20,12,16.337119439354204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.2794309682214073}",25,17,16.839258462364437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,0,-20.952526550997778,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.2766505836319734}",25,10,7.08401397468997,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.27527078308975234}",30,1,7.159583800804853,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2738978643314456}",25,11,-0.7747652571104497,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2725317930340126}",30,18,-3.8187592944145754,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.2711725350455999}",20,9,-43.340084365648984,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.2698200563846868}",20,8,21.825966185570707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2684743232392366}",30,7,8.450024922619507,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.26713530196585034}",35,26,5.953226807018159,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.2658029590889266}",20,6,23.865752451193813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,9,17.977138494669582,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.2631581754560287}",20,7,-39.58903483207499,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.261845668580326}",20,11,16.321896196753414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.2605397078599756}",20,4,17.54172888012314,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2592402606458915}",25,11,16.387002667590938,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2579472944518257}",25,17,3.848737321436789,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,12,22.625563548781,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.2553806759880777}",20,0,-13.487085172509822,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.25410695955280027}",25,0,13.120115619182503,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.25283959580474646}",35,12,-55.06305800974735,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
276,False,"{'a': 0.5, 'e': 0.25157855305975646}",35,11,20.384985789290337,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2503237997916961}",20,0,-12.977516655768405,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.24907530463166816}",20,13,-8.984903303872638,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24783303636722875}",25,4,-11.697718636388217,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24659696394160643}",25,1,-76.46688428145026,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 2}",1
281,False,"{'a': 0.5, 'e': 0.24536705645292634}",25,5,6.273796972207896,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.2441432831534371}",30,0,-2.4349523651626575,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.24292561344874244}",25,10,12.738018680812363,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.24171401689703645}",20,12,-2.9866253191186782,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.24050846320834213}",20,10,6.775294287893067,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23930892224375455}",25,11,-26.99757005556781,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.23811536401468703}",25,17,2.845405119775427,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.23692775868212176}",20,8,18.37287641316358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23574607655586352}",20,0,-3.0739553361140874,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.23457028809379765}",20,0,-4.95007122826748,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.23340036390115132}",20,14,8.43610102940718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,6,-8.53612945586377,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.23107799147733019}",25,11,2.5766283523565923,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.22992548518672384}",25,0,18.18413454373976,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.22877872704522242}",30,13,21.317725571361905,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22763768838381274}",20,0,16.305132342638736,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.22650234067646874}",25,0,33.696766461683225,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.22537265553943872}",20,11,16.209680369119226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22424860473053532}",20,7,-5.461077303138961,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22313016014842982}",30,11,33.222867092371914,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.22201729383194937}",25,3,-54.266287545055825,"{0: 18, 1: 1, 2: 0, 3: 2, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.2209099779593782}",20,11,0.12495326785696625,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.21980818484776168}",30,0,-16.87992311910091,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.21871188695221475}",30,2,-6.976088204692007,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.21762105686523284}",20,6,2.236416438079557,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.21653566731600707}",25,13,18.225607914964648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21545569116974203}",20,2,-24.02340949473289,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.21438110142697794}",25,17,-47.119984069562264,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.21331187122291523}",30,17,-13.840904642115198,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21224797382674304}",30,20,20.86737874944594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21118938264097117}",25,19,12.623735152353493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,0,26.832421766637367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.20908801317328293}",25,3,-34.21413931793012,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,12,14.22470364584016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20700755268115265}",20,0,8.065951136100571,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,2,22.09823245550057,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2049477931167973}",20,12,-11.356161084470944,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,0,12.9259102781502,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.20290852850254407}",25,0,-28.99047562003044,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.20189651799465538}",25,10,30.70668223726745,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.20088955491023208}",25,15,3.6471174233843913,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.1998876140751445}",25,6,-43.09884125253443,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
323,False,"{'a': 0.5, 'e': 0.19889067044081962}",30,13,9.49927546013116,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19789869908361465}",25,17,0.7248863235372942,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19691167520419406}",25,14,7.299398976394299,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19592957412690934}",20,16,8.25986741400896,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.1949523712991825}",20,9,21.774372282854987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19398004229089189}",20,11,-37.3354830205954,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
329,False,"{'a': 0.5, 'e': 0.19301256279376172}",20,10,16.50793802212468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19204990862075408}",30,19,-20.853141590769972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.5, 'e': 0.19109205570546464}",25,20,9.08419635362642,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.1901389801015205}",20,5,13.566800145564837,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18919065798198204}",20,3,17.30504505427907,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.1882470656387468}",30,18,-14.047619065165685,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18730817948195702}",20,8,20.711113869982803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18637397603940997}",25,13,15.26556947032858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18544443195597088}",30,18,23.227861884088963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.18451952399298926}",25,4,26.481519607669295,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.18359922902771786}",25,10,26.300108762741065,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,0,-9.665908251691206,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
341,False,"{'a': 0.5, 'e': 0.1817723861753675}",25,16,5.383072460552893,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.1808657926171221}",30,16,0.22585485458695853,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.17996372071311217}",20,13,13.855401606087831,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17906614791149322}",20,3,23.814760384680124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.1781730517728984}",30,14,14.057128950923254,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,0,-22.040891968835798,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.17640020028634}",20,6,12.782258507078488,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17552040061699686}",20,10,20.61384676667724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17464498896681085}",25,12,-1.5462531762397604,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17377394345044514}",30,23,12.252887263596973,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17290724229171636}",30,13,-6.848269193782245,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,7,8.154188362614153,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1711867864849409}",20,8,10.650679207837783,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.17033298882540943}",25,14,19.442059925674705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16948344949947006}",30,20,3.86261930285934,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1686381472685955}",30,12,25.761049355538944,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16779706100018585}",25,16,5.7027222394654125,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1669601696670407}",20,8,-18.234393863748362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.16612745234683307}",25,8,30.391753308663706,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,0,17.626737936318584,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.1644744565771549}",25,7,-13.375121985342112,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16365413680270405}",20,8,18.123442932840156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.16283790839019696}",30,4,26.1298444133069,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,12,15.22066840416079,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16121764412977677}",25,10,22.215984585238864,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.16041356777517274}",20,10,4.684812205753391,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
