trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.5, 'e': 0.0632917683596407}",25,10,-33.41984008224434,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
553,False,"{'a': 0.5, 'e': 0.06297609934801507}",25,13,16.494289359815554,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.06266200474215315}",20,11,12.887555194285639,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.06234947668967343}",20,9,23.909522705865843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.06203850737735829}",20,7,4.10127437138849,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.06172908903095879}",25,20,9.234098864984876,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,0,33.26441151102488,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
559,False,"{'a': 0.5, 'e': 0.06111487433258836}",25,8,17.97298536901273,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,11,25.51705594724843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.06050677117258039}",20,4,28.10970030522258,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.06020499239237354}",30,15,26.708902697066023,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.05990471874011218}",25,3,39.37020991827425,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.05960594270893937}",25,15,14.40918429092406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.05930865682943872}",25,16,15.268990997895404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.05901285366944784}",20,13,12.210916650611413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.058718525833872284}",30,22,16.680028685838646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.05842566596450083}",30,17,24.734910087405957,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.058134266739821465}",25,16,18.225274870500044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.057844320874838456}",30,13,-17.08291361524198,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
571,False,"{'a': 0.5, 'e': 0.05755582112089005}",30,14,12.500826724807562,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.05726876026546736}",25,3,31.55556017171412,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.056983131132034036}",30,10,33.909502044352124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,14,10.948997783657562,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.05641613950377735}",30,18,-2.6937797794235148,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,6,21.470467138962395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.05585478953648462}",35,18,33.14165410749253,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.05557621261148306}",25,18,13.298296271100238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.05529902509469138}",35,16,36.857776577922294,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.05502322005640723}",30,23,10.915926667640974,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.054748790601490266}",25,6,20.848688556250526,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.05447572986918986}",25,11,3.104290388356402,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.054204031032973464}",20,14,7.730489820590701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.05393368730035602}",35,13,41.57871763832509,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.05366469191273011}",20,7,19.877550073736476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.053397038145197084}",35,8,48.21705944231455,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.05313071930639878}",30,13,35.698335694581296,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.05286572873835037}",30,24,9.891587135489777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.05260205981627384}",20,10,19.911512841326672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.05233970594843238}",30,21,16.031035054706543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.05207866057596569}",20,10,21.555668567684776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.05181891717272583}",20,10,19.63980156047269,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.0515604692451142}",25,18,14.118741430070811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.05130331033191911}",25,16,17.857059943878287,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.051047434004154395}",20,9,9.97421619833279,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.0507928338648985}",25,13,21.377866484438847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.050539503549134696}",20,16,9.88335895158017,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.050287436723591865}",30,3,42.118754616043745,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.05003662708658628}",25,13,12.328804811782817,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.049787068367863944}",25,16,16.63997535295522,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,11,16.308119585621288,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",35,11,41.43542122901867,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,14,31.123290709801864,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,12,26.506693833397257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,4,30.563411877776336,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,13,11.14270676462799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,12,13.941162907035867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,11,17.739852755239472,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,7,31.211328995987813,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,12,25.673131514187148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
